sBytesAvg,rBytesAvg,sFinRate,rFinRate,sSynRate,rSynRate,sRstRate,rRstRate,sttl,rttl,sAckRate,rAckRate,sAckDelayMax,rAckDelayMax,sPackets,rPackets,protocol,sWinTCP,rWinTCP,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,NST_B_Label
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.479,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0543091032240125,0.0257568359375,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.199,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0216620470348157,0.0294416461672101,0
65.0,59.059,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.486,10,17,IPV4-TCP,509.0,502.0,13.0,7.059,0.0548062324523925,0.0308305025100708,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.499,7,14,IPV4-TCP,509.0,502.0,13.0,6.0,0.0833146572113037,0.0384598328517033,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.199,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202003002166748,0.0288642815181187,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.005,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.002399206161499,0.0011089907752143,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0002938679286411,0.0001595338185628,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.005,0.004,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0019417149680001,0.0010420640309651,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.203,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201834440231323,0.0288386515208653,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.203,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0203678011894226,0.0292271375656127,0
64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,,,2,2,IPV4-TCP,502.0,502.0,12.0,12.0,0.2079360485076904,0.2123630046844482,1
42.0,42.0,,,,,,,,,,,,,1,6,ARP,,,0.0,0.0,,0.0841805934906005,1
65.0,58.857,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.494,8,14,IPV4-TCP,509.0,502.0,13.0,6.857,0.0713087150028773,0.0384246202615591,0
40.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,48.037,1.0,0.0,0.0,,4429,4428,IPV4-TCP,0.0,1024.0,0.0,0.0,0.0001129021812583,0.0001128969866776,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.000155746936798,8.991029527452256e-05,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201473474502563,0.0287176540919712,0
64.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,63.5,63.5,1.0,1.0,0.001,0.0,2,4,IPV4-TCP,509.0,502.0,12.0,8.5,0.0001170635223388,0.0004746913909912,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.196,0.202,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0227174520492553,0.0294159310204642,0
65.0,58.393,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.015,0.302,1489,2797,IPV4-TCP,509.0,502.0,13.0,6.393,0.000335711785542,0.0001787757327798,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.0,2,4,IPV4-TCP,509.0,502.0,13.0,6.0,0.0010020732879638,0.0006357034047444,0
65.0,61.6,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.04,8,10,IPV4-TCP,509.0,502.0,13.0,9.6,0.000537736075265,0.0048994488186306,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.196,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201526403427124,0.0288334914616176,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0207548022270202,0.0296167135238647,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0007150173187255,0.0003702110714382,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0003184676170349,0.0001609855228,0
64.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.0,1,2,IPV4-TCP,509.0,502.0,12.0,8.5,,0.0005929470062255,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.001,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0009938648768833,0.0005515416463216,0
65.0,61.6,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.043,8,10,IPV4-TCP,509.0,502.0,13.0,9.6,0.0011625630514962,0.0058716668023003,0
64.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.0,1,2,IPV4-TCP,509.0,502.0,12.0,8.5,,0.0013959407806396,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.194,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0203464984893798,0.0289996521813528,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.488,13,26,IPV4-TCP,509.0,502.0,13.0,6.0,0.0415002504984537,0.0199822807312011,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.201,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202406048774719,0.0289182152066911,0
65.0,58.667,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.103,0.136,5,9,IPV4-TCP,509.0,502.0,13.0,6.667,0.1160269975662231,0.0580370128154754,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.001,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.000619854245867,0.0003959973653157,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.202,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0206157565116882,0.0295054401670183,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.2,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.020148742198944,0.0288094282150268,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.487,13,26,IPV4-TCP,509.0,502.0,13.0,6.0,0.0414451758066813,0.0199462413787841,0
65.0,57.647,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.001,8,17,IPV4-TCP,509.0,502.0,13.0,5.647,0.0010956014905657,0.028806060552597,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.493,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0554484261406792,0.026298535497565,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.48,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0550763342115614,0.026115944511012,0
,92.0,,,,,,,,,,,,,0,3,IPV4-ICMP,,,,64.0,,0.200355052947998,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.197,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201932430267334,0.0288235119410923,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.195,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0204920053482055,0.029363785471235,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.203,0.198,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0213019973353335,0.0288459914071219,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.199,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0205747961997985,0.0288299322128295,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.203,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201669454574584,0.0288313627243042,0
65.0,60.571,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.044,5,7,IPV4-TCP,509.0,502.0,13.0,8.571,0.0011014938354492,0.0082341432571411,0
44.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,47.963,64.0,0.0,1.0,,0.0,5726,5726,IPV4-TCP,1024.0,0.0,0.0,0.0,8.733237154098577e-05,8.733220496031915e-05,1
64.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.004,0.0,1,2,IPV4-TCP,509.0,502.0,12.0,8.5,,0.0036909580230712,0
65.0,58.24,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.488,14,25,IPV4-TCP,509.0,502.0,13.0,6.24,0.0384489206167367,0.0208116670449574,0
,64.0,,0.0,,0.0,,0.0,,64.0,,1.0,,,0,3,IPV4-TCP,,502.0,,12.0,,0.2082574367523193,1
40.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,47.902,1.0,0.0,0.0,,3871,3871,IPV4-TCP,0.0,1024.0,0.0,0.0,0.0001291896637712,0.0001291891709162,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.49,9,18,IPV4-TCP,509.0,502.0,13.0,6.0,0.0624019801616668,0.0294088195351993,0
65.0,58.462,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.493,7,13,IPV4-TCP,509.0,502.0,13.0,6.462,0.0832936763763427,0.0416564146677653,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.205,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0206901550292968,0.0295650618416922,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0001026988029479,6.135304768880208e-05,0
42.0,42.0,,,,,,,,,,,,,1,1,ARP,,,0.0,0.0,,,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.201,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0204500555992126,0.0292532103402274,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.202,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.020276391506195,0.0289980684007917,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.484,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0549543433719211,0.0260521110735441,0
58.776,61.22,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.252,0.231,2640,1679,IPV4-TCP,509.0,502.0,6.776,9.22,0.000189454775048,0.000297737206833,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.497,2,6,IPV4-TCP,509.0,502.0,13.0,6.0,0.0003650188446044,0.0996242046356201,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.488,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0549792183770073,0.0260704818524812,0
65.0,58.155,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.005,0.202,896,1747,IPV4-TCP,509.0,502.0,13.0,6.155,0.0005581821143294,0.0002861289224264,1
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.198,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202401041984558,0.0288657971790858,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.201,0.204,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0203698515892028,0.0291412217276436,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.488,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0549744235144721,0.0260831556822124,0
65.0,58.857,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.043,8,14,IPV4-TCP,509.0,502.0,13.0,6.857,0.0010350091116768,0.0038729997781606,0
,92.0,,,,,,,,,,,,,0,1,IPV4-ICMP,,,,64.0,,,1
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.194,0.209,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0215462132504111,0.0292918511799403,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0007822513580322,0.0004072189331054,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.012,0.002,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0011790139334542,0.0013614654541015,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.488,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0549161169264051,0.0261682083732203,0
65.0,58.316,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.492,10,19,IPV4-TCP,509.0,502.0,13.0,6.316,0.0554797649383544,0.0277717245949639,0
65.0,58.316,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.481,10,19,IPV4-TCP,509.0,502.0,13.0,6.316,0.054667764239841,0.0273651679356892,0
65.0,59.059,0.0,0.0,0.0,0.0,0.0,0.0,63.5,63.5,1.0,1.0,0.005,0.46,20,34,IPV4-TCP,509.0,502.0,13.0,7.059,0.0246225783699437,0.0142170299183238,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,7,14,IPV4-TCP,509.0,502.0,13.0,6.0,0.0003730058670043,0.0001820784348707,0
65.0,58.316,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.477,10,19,IPV4-TCP,509.0,502.0,13.0,6.316,0.0543305608961317,0.0272028313742743,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.492,8,16,IPV4-TCP,509.0,502.0,13.0,6.0,0.0011148452758789,0.0333207289377848,0
65.0,58.857,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.007,0.001,8,14,IPV4-TCP,509.0,502.0,13.0,6.857,0.0013482911246163,0.0361940127152663,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.006,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0019837617874145,0.0009094344245062,0
65.0,58.6,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.49,11,20,IPV4-TCP,509.0,502.0,13.0,6.6,0.0497871160507202,0.026221049459357,0
65.0,58.194,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.494,16,31,IPV4-TCP,509.0,502.0,13.0,6.194,0.0331735928853352,0.0165919065475463,0
65.0,58.667,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.475,14,27,IPV4-TCP,509.0,502.0,13.0,6.667,0.0382696298452524,0.0192297330269446,0
65.0,59.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.494,4,5,IPV4-TCP,509.0,502.0,13.0,7.2,0.1663113435109456,0.1245635151863098,0
65.0,59.385,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.047,8,13,IPV4-TCP,509.0,502.0,13.0,7.385,0.0009921278272356,0.0045618216196695,0
65.0,58.286,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.488,10,21,IPV4-TCP,509.0,502.0,13.0,6.286,0.0553204483456081,0.0249466061592102,0
40.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,48.004,1.0,0.0,0.0,,4187,4187,IPV4-TCP,0.0,1024.0,0.0,0.0,0.0001193836893809,0.0001193839172057,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.007,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.002085268497467,0.000955237282647,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0205193996429443,0.0289034332547869,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.202,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.020556902885437,0.029383931841169,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.199,0.206,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0209864497184753,0.0300122158867972,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.196,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0200699925422668,0.0287105696541922,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.204,0.203,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.020686650276184,0.0295691319874354,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.493,16,32,IPV4-TCP,509.0,502.0,13.0,6.0,0.0331667900085449,0.0160578681576636,0
65.0,58.207,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.489,15,29,IPV4-TCP,509.0,502.0,13.0,6.207,0.0356820140566144,0.017849394253322,0
65.0,57.684,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.483,10,19,IPV4-TCP,509.0,502.0,13.0,5.684,0.0547445615132649,0.0273765590455796,0
65.0,58.545,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.004,0.487,7,11,IPV4-TCP,509.0,502.0,13.0,6.545,0.0832736492156982,0.0499188184738159,0
65.0,57.455,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.481,6,11,IPV4-TCP,509.0,502.0,13.0,5.455,0.0978923797607421,0.0442769765853881,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.199,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.020046842098236,0.0286333560943603,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.488,6,12,IPV4-TCP,509.0,502.0,13.0,6.0,0.0991971969604492,0.0451140837235884,0
65.0,58.4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.493,8,15,IPV4-TCP,509.0,502.0,13.0,6.4,0.0713692733219691,0.0356910569327218,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.484,10,20,IPV4-TCP,509.0,502.0,13.0,6.0,0.0548398759629991,0.0260526381040874,0
65.0,57.333,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.002,5,9,IPV4-TCP,509.0,502.0,13.0,5.333,0.001095712184906,0.0005450248718261,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0206071972846984,0.0294750758579799,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.203,0.207,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0217824735139545,0.0295485087803431,0
60.048,59.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.014,0.357,21,20,IPV4-TCP,509.0,502.0,8.048,7.2,0.0207289934158325,0.0239433614831221,0
65.0,57.684,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.483,10,19,IPV4-TCP,509.0,502.0,13.0,5.684,0.0549185540941026,0.027455555068122,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.489,11,22,IPV4-TCP,509.0,502.0,13.0,6.0,0.0498875856399536,0.0238049484434581,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,4,8,IPV4-TCP,509.0,502.0,13.0,6.0,0.0006790161132812,0.0003227165767124,0
65.0,58.316,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.488,10,19,IPV4-TCP,509.0,502.0,13.0,6.316,0.0550553268856472,0.0275856653849283,0
65.0,56.8,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,3,5,IPV4-TCP,509.0,502.0,13.0,4.8,0.000445008277893,0.0002222657203674,0
65.0,61.6,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.003,0.043,8,10,IPV4-TCP,509.0,502.0,13.0,9.6,0.0011118480137416,0.0060051017337375,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.001,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0008412599563598,0.0004337628682454,0
65.0,57.538,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.495,7,13,IPV4-TCP,509.0,502.0,13.0,5.538,0.0826915105183919,0.0413440863291422,0
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.004,0.182,19,38,IPV4-TCP,509.0,502.0,13.0,6.0,0.0271504455142551,0.0132384300231933,1
65.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.0,0.0,5,10,IPV4-TCP,509.0,502.0,13.0,6.0,0.0001729726791381,8.877118428548177e-05,0
65.0,57.647,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.486,9,17,IPV4-TCP,509.0,502.0,13.0,5.647,0.0622754991054534,0.0285630673170089,0
65.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.489,8,12,IPV4-TCP,509.0,502.0,13.0,9.0,0.0009564331599644,0.0451230135830965,0
64.571,64.429,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.145,0.144,7,7,IPV4-TCP,506.0,505.0,12.571,12.429,0.0702121655146281,0.0680331389109293,1
65.0,58.316,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.472,10,19,IPV4-TCP,509.0,502.0,13.0,6.316,0.0533638795216878,0.026711000336541,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.191,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0200726985931396,0.0286374943596976,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0203235983848571,0.0290700708116803,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.193,0.199,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0202423572540283,0.029030510357448,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.201,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0231670975685119,0.0302116359983171,0
65.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,63.5,63.5,1.0,1.0,0.003,0.483,20,32,IPV4-TCP,509.0,502.0,13.0,7.5,0.0258546251999704,0.0158506824124243,1
65.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.494,6,9,IPV4-TCP,509.0,502.0,13.0,8.0,0.099793004989624,0.0624198615550994,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.205,0.199,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0239324820669073,0.029590504510062,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.204,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0203477978706359,0.0291171414511544,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.198,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0204946994781494,0.029297079358782,0
65.0,57.333,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.001,0.003,5,9,IPV4-TCP,509.0,502.0,13.0,5.333,0.0022217631340026,0.00110924243927,0
59.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.197,0.2,21,15,IPV4-TCP,503.0,506.2,7.0,10.2,0.0201286435127258,0.0287903547286987,0
65.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.002,0.496,3,6,IPV4-TCP,509.0,502.0,13.0,8.0,0.2492990493774414,0.0999611854553222,0
59.35,62.2,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,1.0,1.0,0.205,0.2,20,15,IPV4-TCP,503.05,506.2,7.35,10.2,0.0244309400257311,0.0301519972937447,0
